review,label
Great location for a great price. Sean was a helpful host and easy to contact. I found the previous reviews to be fairly accurate regarding noise and the quality of the apartment.,1
I had a great stay in Boston. The apartment is very conveniently located. Sean was also easy to reach and communicate with. It was a breeze. :) Thanks for letting me stay in your apartment! :) ,1
"Sean was a great host, he was very precise about the apartment and was located in a great location. It was a great apartment for the price in Boston!",1
"The neighborhood was really convenient, and a short walk to the MFA and Newbury street. Sean was really helpful, and everything was prepared just as described in the description. The mattresses were so comfortable. Everything was in good condition, and the lock box was easy to navigate. Only downside is that it could use some dusting.",1
"Place was fine, we enjoyed our stay. Sean was very responsive and helpful. Oh, and the internet is fast! :)",1
"Good experience, had great communication when questions arose. The good location made it easy to get around and see the city.",1
"Apartment was exactly as described. Great value, with the exception of a slightly leaky shower. Sean was very responsive to all of our inquiries. Good experience overall!",1
"My girlfriend and I found Sean to be a wonderful host. The apartment was clean and in a fantastic location. You can see Fenway out the back window, and there are several excellent restaurants and coffee shops within walking distance. Sean was very responsive, and our trip to Boston was comfortable.",1
Good place. ,1
Check-in was flexible and everything was as described. Great location!,1
"Amazing location, apartment was nice and clean. Internet super fast. Great communication with Sean. Bed is low down so anyone with a bad back beware! ",0
Great location and a functional space. Kitchen is small but fully equipped. Good value if you want to stay in the Back Bay Area. ,1
Great location. Nice bars and restaurants nearby. Apartment is basic but adequate for a place to crash and a home base for seeing the city.  ,1
"I only needed the apartment for the night as I was seeing a show at The House of Blues which is just around the way.  It was small and tidy and so close to good food and other attractions.

Sean is an excellent with communication.  He always replied to my inquiries promptly.",1
Check in was easy and flexible. The apartment is nice and clean. Sean was very responsive. Everything is within walking distance. ,1
"Overall we were really happy with our stay, it was our first time with  airbnb so we weren't sure what to expect but it was a great apartment, clean, convenient location, everything we needed for a couple of nights. The only thing was getting the keys, when my girlfriend went to get them from the lockbox there were keys for 2 different places there and if Sean hadn't happened to arrive at that moment we wouldn't have known which keys were ours. Otherwise great communication from Sean and a great stay!",0
"Good size place for what we needed, but was intrigued about how small the kitchen was. It worked for us and we are able to prepare some meals. Loved the internal heating after coming in from the chilly Boston wind. Sean was very prompt at returning messages and gave great detail. Flexibility on check in was still dependent on previous occupant.  Getting the key was reasonably easy and straight forward.  We found it to be a good Central location to what we wanted to see. Found an excellent online review about a restaurant a few blocks away called sweet cheeks and was so glad we checked this out- fantastic.",1
"Great location! 2 minute walk to Fenway Park. Place was as described, perfect for what you need. Bed, bathroom, kitchen & heating. Picking up the keys was easy from lockbox. 
Make sure you ask what keys to take as there could be more then you need.",1
"Great time! Sean was very helpful with information around the apartment. Great location for everything we did in Boston. 
Thanks Sean!",1
Sean is a really nice and kind host. Room was easy to access from near metro station (about 10 minutes). The room was clean and enough to accommodate 4 people. We have a great time there. He is helpful when something needed. Thanks!,1
"I will start by saying this was my first experience with air bnb and wasn't sure what to expect. i will say the location was great, it was walking distance to the game and we only needed the room for a quick sleep.

the negatives were, we arrived at 3pm with check in time being after 12pm we thought we would be fine. Sean was there cleaning the room when we arrived which was no big deal. what bothered me was it looked like someone had either urinated in the sheets or spilled something because there was a pile of the dirty sheets with a huge wet spot; that grossed me out.

the room was basic, and worked for a night. I think possibly we might just be old for such an experience. I am in my mid 30s and used to staying in decent hotels. if I was in my early 20s would have been totally fine with the place.

I guess I was trying to get a bargain and you basically get what you pay for. the room was clean enough, great location but i would opt to pay more for a nicer place.",0
  Good Location,1
"The apartment was clean as it could be considering the age of the building, location was nice, and access to the apartment was easy. Very close to Berklee. Overall I had a really good experience here :) Thanks for everything!",1
"The neighborhood was great, keep in mind that your paying for the location and how close it is to Fenway and public transport. The room was okay but great seeing as how short notice we booked it, less than a day before coming. I only stayed a night but it served my purpose of sleeping. One word of Caution is that in the summertime it will be hot but there is an A/C in the closet. ",1
"Apartment is in a very good lacation. A littlebit small for 4 person, but good pricce .
Very easy to find the lockbox where the key is. ",1
"The listing is accurate. This is a no frills kindof place. I was able to get in and out with no problems are described. Sean is within reach via email/text.

Need your own toiletries. ",1
"Great proximity to Fenway- we were less than a ten minute walk from door to the gate. Sean was communicative about getting into the unit, which he said would be ready by noon. When we got there at 12:30, there were wet towels on the chair and the bedsheets hadn't been changed. We wouldn't have noticed were it not for the fact that both the towels and comforter had been replaced when we stopped back in a few hours later.

We did have a decent night's sleep and appreciated the great location, which allowed us to have a great run along the Charles River in the morning!",0
"Place was in a great location, right next to Fenway Park, can't beat it. Nice studio apartment was perfect for our visit. Please beware there is no parking at the unit, which may not matter for most as the subway is a short walk down the corner, but there is a public garage about 4 blocks away which was easy to use and only $10 for overnight parking. The unit is mostly filled with young people but was very quite and easy to use.",1
"Sean was a great host.  Easy to get a hold of, he'll reply to messages promptly within the hour.  He's also very accommodating and flexible with changes in itinerary as long as it meets airbnb policies.

The location of the apt is very convenient, it's a 3-5 minute walk from the Kenmore Station on the D green line of the MBTA so you can easily get anywhere around Boston.  It's also within a 15 minute walking distance to the Prudential center and major eating establishments and of course Fenway Park is only 5 minutes away!  The area around the apartment is safe and clean.  The apartment itself is perfect for what I needed.  There are two Queen size mattresses there that will comfortably sleep 4 people.  The bathroom and kitchen are readily accessible.  There's also other essentials including AC and wifi internet.  The place suits my purpose well and I was really glad to have stayed there.

Thank you, Sean, for the great stay!",1
"Sean was very quick to return emails during our stay and was helpful finding a place for me to park.  The neighborhood was nice and clean.  The space was utilitarian, which is just what I wanted.",1
"This studio flat is in a great location and easy to get around. Boston is expensive, so it is a bargain for a landing pad close to downtown. However, being a studio, it's probably better for one or a couple. Bath is great with good hot water which was welcome, and kitchen facilities are tight but there if needed. Worth noting if it's important to you that the laundry room is in the basement of a neighboring building. Easy to find lock box and communication was generally straightforward. Fenway is noisy during games but that can be a plus or a minus, we enjoyed the rock concert next door! I doubt you can find a cheaper place in such a good location but it is best described as basic.",0
"The apartment was exactly as described. Sean let us check in early which was a great help. He provided easy to follow instructions on how to access the apartment. The location of the apartment is unbelievable. We were able to walk everywhere we needed to and it was only a short cab ride anywhere else. The apartment isn't big, as described, but we had four people and we were more than comfortable for a few nights. And for the price, it can't be beat. Thanks Sean, we had an amazing time in Boston! ",1
"Everything was exactly as described. very good location, quite close to the Kenmore subway station and to the Fenway.",1
"The apartment is in a great location, despite the fact it is not in the best of shape it gives good value for money.
I had some trouble getting in as previous guests did not leave the key on time. Sean was quick to reply even though he was out of town and eventually things worked out. If your looking for something private, central and not too expensive this is a good place to go.",1
"This listing is what it says on the tin: basic and clean with easy access to the Fenway area. The apartment does show its age but for a city as old as Boston that's to be expected. 

It was a bit difficult to get responses from Sean closer to our stay and during the key pickup process--we had instructions but did find we had to figure some of the process out on our own while awaiting a response.

Good for a basic stay but may be more of an advanced process to stay here if you're an AirBnB first-timer.",0
"Please read this review carefully.  I feel it is my responsibility to give the pros and cons very clearly....

PROS
-Very cheap place to stay
-This property is a FIVE minute WALK to Fenway
-The wifi is super fast
-The water is hot

CONS
-Everything else

Let me be clear:  This place met our needs for the ""guy weekend"", which was to spend as much time at Fenway as we possibly could.  We were very appreciative of the short walk to the park, and the fast Wifi.  But, the apartment was basically a room with two mattresses on the floor, a tiny bathroom and a very, very tiny kitchen.  The air conditioner was underpowered, we could hear the footsteps of the people above us, and the garbage truck emptied the three dumpsters outside our window at 5:55 am on Saturday morning. 

In addition, the host could have spent a hundred dollars on some functioning pillows, maybe a wash cloth or two, and some blankets for the second bed....

Sean was a little hard to reach with instructions, but I don't fault him too much for it as he did say he had been travelling. 

Short version:  If you have a serious limit to your budget and want to spend your money and time on other things -- particularly Fenway -- and you don't care for much more than a mattress with some air conditioning and fast wifi, then this is your spot.   

If, however, you want anything coming close to creature comforts, then you should move on and find something else. 

I wish I was able to be more charitable, but unfortunately this is the reality of this property. ",0
"Good experience.  Parking was a bit tricky; otherwise, no problems.",1
"We did not get to meet Sean but this place was perfect for us. My husband, 2 kids, and myself stayed here and it looks exactly as it does in the pictures. We went to Boston because my husband is a huge Red Sox fan and of course, we wanted to see the city. This place is about a 5 minute walk (or less) to Fenway. There is a lot in walking distance of the apartment. So we never had to go far. The apartment was clean and check in was smooth. I would definitely recommend this place! Thanks again, Sean! ",1
"We were rather disappointed with this accommodatiion. The host did not even meet us, but left rather complicated instructions to access the keys to the apartment.  We did not meet the host at all during our stay, or even hear from him as to how we were getting on.  The apartment was somewhat shabby, and not really like the image indicated, as this only showed a small corner of one room.  The kitchen was tiny, and although quite well equipped, it badly needed redecoration and a good clean. In addition, the apartment backed onto a yard with three dumpsters, and on 4 occasions we were awakened early in the morning by the noise of the dumpsters being emptied.",0
I fell in love with the view of this apartment. Fenway out the window as promised. My expectations were pretty low going in because I realized it was very basic budget accommodations. Sean was helpful with the different questions I had about the city. The instructions for obtaining lockbox key were very clear. The location is great and the building old and had a lot of character. I came to town with a friend of mine for the night to catch the Red Sox game. We understood it to have a large enough bed to accommodate us since it says 1 to 4 people. When we arrived the bed seemed quite small. When I asked Sean about it he told me that there was 2 mattresses on top of each other and to take them apart and he thought that there were sheets in the closet for both  ( there were not) we had explored Boston all day and didn't return til 1 am..pulling a mattress apart was not what I wanted to do. We were so tired and since there was only 1 sheet we decided to just be very cozy. The bed was comfortable and we slept well until around 5 am when people were down in the alley going through glass bottles in the trash dumpsters which was very loud. (Not sure if that happens all the time) The kitchen is small but would be helpful if you needed one. I would not recommend having 4 people stay as it would be quite cramped ( but if you are looking for a budget place with a great view..this would work.  ),0
"Sean met us when we arrived. He provided helpful information about the area/parking. 

I defer to Ian's June 2015 review. He nailed many of the issues I had with the rental. The apt is extremely small. It's an old, run down building. Stacked up mattresses. The place was very warm and stuffy. The a/c is underpowered. Peeling paint on ceiling. Oldish bed linens and towels. No wash cloths. Had to search for toilet paper. The place smelled. Floor was sticky. Stove had grime on burner. The sense of customer service was non-existent. 

My husband and I arrived, stayed for a few minutes and explored Bodton. Returned around 10 pm. The place was hot and smelly. We left. Dropped the keys at the lock box inconvenient and across the highway. Homeless guy sleeping nearby. Dark area. 

I requested a partial refund. Sean replied no and said the issues I brought up were not accurate. They are accurate. I do not have very high expectations but it was beyond the pale. Like visiting a frat room cleaned of clutter.",0
"Sean's place was decent considering the low price. We were stopping over in Boston for a night before heading out early next morning so we just needed a place to stay for the night, for that purpose the place worked out well. But it is very small and pretty run down so I would not recommend it for a longer stay unless you literally just are looking for a place to crash. ",0
"disgusting, disappointed, dirty. The two matress were disgusting and uncomfortable. The bathroom I can't explain it. In the fridge was some old food. Before we arrive we inform Sean that we would like to use the two beds. When we arrive, we dont find sheets for the seconf bed and we ask Sean what can we do, and he say we can go to find him somewhere and he can give us all what we need. This is service? The idea of Airbnb is ""feel like at home"", but here I can only say ""better go to the hostel/hotel"". I can't recommend it. If you read the comments from other peolple you find that a lot of them say the same like me. ",0
"The experience at this room was great, everything worked out as planned.  Easy check in process and Sean was communicative throughout.  The room was exactly as described, nothing fancy, just a small studio but that is all we needed.  Me and my wife were staying here specifically because of the location close to fenway, it is a 3 minutes walk out the door to the stadium, awesome location.  I would recommend.",1
"If you are looking for a very basic accommodation, you are at the right place. We stayed here with four and to be honest this was too much for this appartment.",0
"The apartment was easy to find and enter.  We did not meet the host, though he gave very specific directions as to where we could pick up the key, as well as parking suggestions, and lots of ways to reach him in case we needed anything.  The apartment was definitely no frills, I think it is just used as a rental, but it was clean and everything we needed.  Very close to Fenway.",1
"Location, location, location.  I can't  express it any stronger.  The apartment is perfect.  Was there to see the Foo Fighters at Fenway and while everyone around was paying 40 to 50 to park, or even 400 a night for a hotel, we were able to take a leisurely stroll around the block and BAM! Back to our home away from home for the weekend.  Also wicked close to Kenmore station for taking the T. Sean was super helpful with check in instructions.  Hope to make it back again soon!",1
"Sean was a great host - always there to answer our messages via airbnb and he came out to us within 15 minutes when we had issues with the front door key! Great service. The key was a bit stiff in the lock, that's all - made us look stupid when Sean arrived to open the door immediately. The apartment had everything we needed - good shower, comfortable bed and provisions in the kitchen. Probably value for money considering its Boston. ",1
Easy to communicate with and a great location...right across from Fenway Park!!! Comfortable room and convenient location. Thank you for your hospitality. ,1
"Listing accurate, enjoyed staying at the apartment for the short time we were there.  Was extremely convenient to the T and to Fenway - which is why we went.  The hot water can be a little temperamental, but nothing bad.  We enjoyed it much more than staying in a hotel.  ",1
Very easy to work with. Responsive and thorough. ,1
great location,1
"Very convenient apartment - right in the neighborhood where we needed to be. Would be perfect for someone attending a game or concert at Fenway. Thanks, Sean!",1
Great location and easy parking! Apartment is a little small but if you are going to fenway it's perfect. Ideal for baseball games or concerts in fenway- we saw Zac Brown and loved the location.,1
"The host was very nice, very easy to communicate with. The apartment was clean and exactly as pictured. The bed was one of the most comfortable I've ever slept on. Nice, safe neighborhood. However, very noisy. It's an old building and I could hear every step taken by the person in the apartment above me. The apartment faces the alley behind the building and the noise started at 5:30am both days of my stay and didn't let up. The A/C wasn't very strong. I was there in mid-Aug and was only comfortable when I was sitting directly in front of it. I feel this apt is over-priced, but would be worth $100 a night if the Sox were having a home stand as it is literally around the corner from Fenway.",0
"The location is excellent! Close to lots of great restaurants, shopping, grocery store, local transit and steps away from Fenway Park.  The apartment is tiny, suitable for two people.  It has air conditioning, wifi and meets very basic needs.  It faces a back alley which can be noisy at times and interrupt sleep.  If you're looking for luxury I do not recommend.  Overall it suits its purpose.  Sean was great to deal with.  The way he has it set up, it pretty well runs itself.",0
"Just as pictured and described, very convenient for a visit to Fenway.
Thanks Sean!",1
This apartment was great for our one night stay in Boston.  It was clean and just as the listing said.  The check in/out process was great and we would definitely recommend this booking.,1
"We had a wonderful time! The location is great! Sean's instructions and perfectly clear and communicating with him was easy. Getting the door unlocked was a little tricky but once we figured it out, it was easy as can be. This was our first trip to Boston and after exploring much of the city, we still decided this would be a place we would stay again. Extremely close to Fenway and the Boston Back Bay Area, everything was in walking distance or just a subway ride away. ",1
"Sean, thanks for being such an awesome host for my boyfriend and I! The apartment was perfect for our needs. We went to the game at Fenway and it was a very short walk to the festivities! Bleacher bar before the game was a great spot! Great first time experience in Boston! We will be returning :)",1
Sean was a good host and provided clear instructions on accessing his apartment.  The place was clean and comfortable.  The bed was super soft and cozy!  This place is very convenient for getting around the city and is next to Fenway Park.  Thank you Sean for having us.  I would stay here again if traveling through Boston.,1
"Sean was friendly and always answered quickly. The apartment was as advertised. We found free parking on the North side of the bridge, which is a 10 minute walk away, not too far if you've previously unloaded all the bags.",1
Location is fine and technically the unit contains all you need . But the apartment requires refurbishment all over.,0
"My husband and I stayed at Sean's place in order to see a show at the House of Blues.  It was a perfect place for us to crash and we could see the HOB from the bay window of his studio appartment!  Sean was an incredibly easy to reach and communicate with host.  The instructions to find the key lockbox ere clear and presice.  We had absolutely no trouble getting into the apartment.  We commincated through the airbnb site and it was flawless.  I did have his cell number just in case but never needed it.  
Appartment was cozy and had everything we needed, just like the listing indicates.  Don't go in expecting luxuryl; we didn't and were very comfortable staying here for one night.  It's true what other reviewers said about city noises at night and in the early morning.  We were prepared for this and it was understandle and fine.  I'd like to contradict what other said about the room never cooling down.  When we were here, it was a hot day and night (80s in day, high 60s at night).  The a/c window unit was great if kept at the low setting.  We tried to crank it to high but when we came home after the show the apartment was stuffy.  So I put it back to low and it actually worked better and cooled the whole room nicely.  I slept great!  And the a/c unit helps drown out any noise outside the window, which for us was just a few.  I would definitley stay here again with just my husband.  If I needed a place to stay with my whole family (we have 2 kids) think we could all fit fine but I might chose somewhere a little bigger.  Perfect though for a place to crash for a night on the town!",1
"Sean was quick to contact and respond. His place was just as described, and just what my friends and I needed at the end of a long day: with a quiet, dark, cool room with soft beds, a small bathroom, and a kitchen. Picking up and leaving the keys were especially easy. ",1
"This is a tough place to review.

On the plus side -Cost and location: The price is amazingly cheap. Boston's hotel market is insanely expensive. Any hotels in the area are likely almost double the cost. Also, the place is in a great neighborhood. We went to a Red Sox game and Fenway is just a few blocks away. There are tons of great restaurants and museums and other things to do within walking distance.

Communication with Sean was good. When we first arrived there was an issue with the key that was neither our fault or his, and he worked really hard to remedy the problem.

The negatives: We stayed four nights and I was just getting over a cold (not a great way to start a vacation) and this place is really just not that comfortable. It is basically a college student's studio apartment - no TV, no couch, no decor, beat up old towels and pillows, small bathroom and tight kitchen. Wifi worked great. For a night or two this would have been no problem, but by the fourth night it was a bummer to have to come back to after dinner. If I was feeling better and we were enjoying Boston's night life more, this would not have been an issue.

So, this place is perfect if you want a cheap place in a great neighborhood. If you just need a roof, a bed and a toilet, then there are no problems. However, If you want a comfortable, cozy apartment to relax in after a long day, then this might not be a perfect fit.  ",0
"Great location, very affordable. Sean was very responsive and helpful!",1
"Accommodation was adequate although a bit of a squeeze for three guests with fairly large suitcases. Location was great. Host was quick to respond to questions and was helpful. 

The cons I would say is that the apartment needs to have a makeover. 

If you are not fussy and staying for a couple of days, it will be an ok place to stay at. 

If you are a light sleeper, you will be awaken by the garbage collectors early in the morning. ",0
"I happened to be near the flat when I met Sean. He seems a very nice man. He explain to me how to use the way to get the keys, which is very easy in any case. The flat is a bit old, but really cozy, and the bed is confortable. I stayed there just for one night, but I would recommend to you to rent this room because is very close to Boston downtown and you can go easily to everywhere, even in Allston or Cambridge (MIT, Harvard, Central...). If you go outbounds, down Boylston street, to the Red Socks stadium, you'll find many place to buy food and drinks. If you want to have breakfast, I would recommend that you go to Fenway Café (Brooklyne 61) where the brevages are cheaper than other places around that blocks. 

I definitely recommend you to rent Sean's flat, specially if you are looking for intimacy with your partner or simply not share the room with anyone else. A very good option for a greatest price.",1
"This is a great place to for a quick stop over in Boston. The location is perfect being in the Fenway neighborhood. Lots of bars, restaurants, and public transportation stops close by. Sean was good with given instructions for checking in. The reviews here seems to be fairly accurate. Garbage truck wakes you up in the morning, the place is small with no TV, and if you don't follow instructions well you'll have some trouble with the check in process. If your expecting the Ritz, you'll be disappointed. If you are looking for a quick place to take a shower and bed to sleep in... Then this place is great. Sean makes himself available for any question you may have. I would definitely stay here again. ",1
"We check in on 10 Nov and Out on 12 Nov.
On arrival we communicated via mobile to locate the keys. However, we were given the wrong number of the apartment after going up the 4th floor. After calling Sean, he then realized the apartment is on the ground floor. The location is great but the apartment is old and need a spring cleaning, The King/Queen mattress is also due to be replaced.
",0
Sean's Fenway apartment was great. The location couldn't be better and it had everything I needed for a short stay. Sean was very good with communicating when I arrived and while I was there. The place was cozy and the bed was very comfortable!,1
"The apartment was great, perfectly located for games at Fenway or concerts at House of Blues. Street parking was a little tricky, but we parked at the shell station down the street for only $30 overnight. 

Thanks Sean! ",1
Location was ideal for walking to my event.,1
"The location of the apartment is very convenient!! The neighborhood is full of various cosy bars and cafes! 
Feels very safe and is walkable to all the main attractions. 
However for four people the flat is too small, and in the morning there are carbage collectors that are very loud.",0
"Great price, great location. Small, but we didn't need much space when it was just a place to lay our heads at night. Sean was very responsive and easy to contact with any issues. ",1
Sean's place was great. It was quite conveniently located and nice and cozy. It was just right for our quick visit to Boston.,1
"if you're going for a weekend, especially if you are going to see the sox play, this is a fantastically convenient & affordable place to stay.

pros: 
1. what you see is what you get. other than minor details, i knew exactly what this space would look like. it's not the lap of luxury, but that isn't what i paid for nor what i expected.
2. cost. i couldn't find a hotel room, in a comparable location, for less than $180/night
3. location. fenway is literally the next street over. many bars, restaurants, & other sights/attractions within walking distance, or using the easy access to mass transit. uber is an easy pickup in front. there is also a target, cvs, & grocery store within walking distance. 
4. access. easy instructions to get the keys & i was thankful it was on the 1st floor
5. communication. Sean was easy to contact, communicate with, & quickly responsive

cons:
1. noise. because of all of the bars nearby, there was a lot of late night / early morning foot traffic that was loud & obnoxious drunks. early morning trash pickup is very loud. unlike others, i didn't hear any neighbors, so that was nice.
2. wood slats under mattress move easily, resulting in spots that droop & are uncomfortable. we had to reset the slats a few times over the 9 days we were there. other than that, unlike what others have written, the mattresses were better than i expected.
3. towel racks would be nice, & more than one roll of toilet paper would've been appreciated.
4. the heat was overbearing. we actually had to keep the windows open, in the heart of winter, to combat the stifling heat.

overall, i would jump at the chance to stay here again. the 4 cons were minor inconveniences compared to everything this place has to offer. having stayed as long as we did, the angry reviews seem strange/petty & i question whether those folks actually looked at the description before they went.",1
Great host and great place! The sheets needed to be changed but Sean came after I checked in to change the sheets and provide clean towels. Thanks for the hospitality :),1
"Sean was quite helpful pointing out nearby (though scant) parking in advance, and the keybox instructions were very accurate. Unfortunately, we checked in via keybox before Sean had a chance to change sheets and tidy up so we encountered a small mess from the previous guests.",0
Sean's place got the job done for just spending the night for like 12 hours. Rigt next to Fenway/House of Blues and a bunch of fun stuff. It's no frills and inexpensive comparing it to what's around. Directions and communication to get in were clear and easy.,1
Easy to get keys from lockbox. Good communication,1
"I stayed here for one night and it was perfect. Great for one or two people but more than that could be a problem. It is located in the middle of the city which makes it easy to go anywhere. Although I didn't get to see Sean, he explained where the keys were and everything else perfectly. Would definitely stay here again :)",1
"Sean was very communicative, and checking in was easy and the place was very warm and toasty! Walking distance to all the things I needed--even a Trader Joe's! Like some other reviews said, it's an old building and somewhat spartanly furnished, but the bed was comfy and the experience was uneventful and safe. I would definitely recommend it and stay again if I am ever in Boston.",1
"It was a nice stay, very much near to downtown, which is plus point.",1
Convenient location to Fenway. ,1
The location was awesome  - just a stone's throw to Fenway and the House of Blues.  The building was extremely quiet and the apartment was basic but clean and comfortable.  Sean was a good communicator and provided good directions on how to find the place and get access to the building.  The only hiccup was difficulty getting into the lock box (to return the key) - which may have been due to the cold.  I would stay here again.,1
It's a very convenient place to live. ,1
I had a great stay at Sean's place.  He was very helpful and hospitable during my visit.,1
"The apartment was easy to get to, a great little walk to Symphony for the evening. For a small place it was exactly what was needed!",1
"Good experience, no main complaints except had a few key issues.",1
"Great place if you're just looking for somewhere to sleep when not exploring the city. The location is great, within walking distance of Fenway and Newbury. The apartment basically just has a bed and a table, so don't plan on spending too much time inside!",0
"Sean was great, the instructions for arrival and departure were clear and concise. The apartment was perfect for me and 3 mates to bed down while visiting Boston for a long weekend. Great location, perfect accommodations. 

Thanks Sean!",1
"Sean was very helpful and accommodating! He gave us a couple of tips of what to do during our stay and could be reached very easily. Apartment was as advertised, clean and cozy. ",1
"The apartment was disappointing compared to the pictures, it was dark and old the kitchen is extremely small and the bathtub was clogged which was disguting. This came with a rude and arrogant Host which all made my worst airbnb experience.",0
"This was a lovely experience overall. The apartment was located right near fenway, and it was clean and the kitchen was stocked with pots, pans, plates, glasses, silverware, and other helpful things. ",1
"I was in the department 4. The apartment was dirty, shabby walls, the bed was very uncomfortable, the shower was extremely ugly and kitchen girl. I did not like the place, it was not comfortable the stay if you wanted to be in the department. The walls in our case were dark and poorly painted. The bed was very old and uncomfortable, definitely not sleep well. The neighborhood was cute and was well described.

Estuve en el departamento 4. El departamento estaba sucio, paredes en mal estado, la cama era muy incomoda, la ducha era fea y la cocina extremadamente chica. No me gusto el lugar, no fue comoda la estadia si querias estar en el departamento. Las paredes en nuestro caso estaban de oscuro y mal pintadas. La cama era muy vieja e incomoda, definitivamente no dormiamos bien. El barrio era lindo y estuvo bien descripto.",0
"Great location next to Fenway, easy walk into the centre of the city. Even after the apartment was 'cleaned' I had to scrub the tub and the windows and shower curtains were incredibly dirty.",0
"Overall, we are not satisfied with this accommodation. We’d expect a lot more for the money we spent and would NOT recommend it!

PRO:
+ Good communication, friendly and fast responses 
+ Keys were easy to find. Sean found a flexible solution so you don’t have to wait for the host to hand you the keys so you can arrive whenever you like.
+ Location of the apartment was okay for us, we reached everything we wanted in little distance by bike or public transportation
+ Linings and towels were fresh and clean
+ WiFi was good

CONTRA:
- LACK OF HYGIENE (insect killer in the kitchen and mouse traps in every room give you an idea)
everything we took out of the cabinets was greasy and DIRTY you don’t wanna cook there, the kitchen trash had not been taken out and smelled DISGUSTING, crumbs in the Toaster oven, old URINE stains on the toilet, bathtub has not been cleaned either
- Also, you should be really close with your co-travellers, since you won’t be able to close the bathroom door all the way. There’s a screw missing (that could be fixed easily) and keeps the door hanging loose and scratching over the floor
- Bathtub drain was clogged 
- You can clearly hear (and smell) the neighbors through the walls. I guess there a lot of young students living in this building. Don’t stay there if you like it quiet and private.
- All in all the apartment is anything but nice and cozy. The walls could really need some fresh paint and the floors a good scrub",0
"Seans place was in a good location for a weekend trip to a(EMAIL HIDDEN)munication with sean was easy and he replied to my messages pretty quickly. The place is a bit worn down due to the peeling paint and bathroom door not closing properly, however it was a pleasant stay. ",1
"The place is ok, a little shabby looking compared to the photos which is a pity because the location is good and it was clean. A tiny bit of work would turn this from an ok into a very good place to stay.",0
"Everything ran very smoothly. Sean was very attentive to every doubts we had (not many, actually). Location was fantastic.",1
"Thank You Sean, clean , comfortable, and convenient . It was exactly as you described . I hope to stay again soon .,  ",1
"Not sure what to say about this experience.  Cheap place, centrally located, but likely very unsanctioned, since you have to get the key from a lock box on a fence two doors down.  Old building, run down, paint peeling, water leaks everywhere in the bathroom when you shower.  No hair dryer (although Sean offered to bring one).  The view looks out on to a wall of graffiti and is located over the dumpster (which is an issue if you open the window and don't enjoy the smell of garbage). I've been lucky so far, but this was probably the worst air B & B place I have experienced.  ",0
Stayed one night - great location to go to Fenway Park.  Sean was quick to respond to questions and accommodated an early check in for us. Small space but ok for us for a place to spend one night.,1
"I did not meet Sean in person but his communications were excellent.
The key box worked well and access to the property was easy.
I stayed in the apartment for the Boston marathon so the location was great but would also be perfect for Fenway Park or anything in the city centre.
On booking the apartment I was aware it was an older property and not in the luxury category however I was disappointed in the standard of cleaning and maintainance with a number of things not working properly.Indeed I left the apartment significantly cleaner than I found it.  With a small investment of time and money this property could be upgraded and be fantastic.",1
We definitely felt welcomed by this host. We appreciated the cleanliness of the apartment and his hospitality. ,1
"For the most part Sean responded promptly to emails.   The three strong points of the  apartment were its location, the fact that it was warm and the shower water pressure was very good.   The comforter was light and warm.  ",1
Apartment was a bit old and run down but for the price and location it's perfect. Great for anyone looking to watch a game at Fenway park. Close to shops and restaurant to walk. ,1
The place is in a very good location and Sean is very prompt in getting back to you.,1
"This apartment was close to public transport and also easy to get around places on foot. 
It was a very basic place with limited facilities. 
When I arrived at check in time the apartment was not cleaned and it appeared that the bed was remade for me with the same bedcovers and pillow cases.
The shower had excellent pressure but there was a lot of leaking water in the bathroom.
This place could be a great stop for 1 or 2 nights with some basic maintenance and improvement work and some more care to cleanliness and the guest experience.",0
"You're paying for the location, which is great. Getting access into the building and the apartment is rather a pain. Host does not provide instruction to access the place until you contact him. Host did not reply to airbnb messages. The place was extremely dusty and not clean. ",0
"We only stayed at Sean's apartment for 1 night. The apartment is small but it was just what we needed,. We were there for two days and one night and most of the time we were out and about sightseeing. We just basically slept and shower and the apt, therefore we didn't mind it being small. The location was convenient and close the Fenway park (we definitely recommend the Fenway stadium tour) and close to the metro/train.

The apartment has a full kitchen but we didn't use it. The bed was okay, big enough for two people. And the room has an a/c unit. The apartment and bathroom were clean. However, we did see some silverfish bugs crawling in the room. But besides that the apartment was well kept just like in the pictures.

We had a bit of an issue with the keys at the beginning but after that everything went smooth.",1
"Sean was very responsive to our messages and made us feel very welcome. He provided bottles of water for us in the fridge which were crucial since it was very warm the weekend we were there and weren't too familiar with the area yet.

If you're going to Fenway Park, the location doesn't get much better than this. It's probably a 5-10 minute walk.",1
"Awesome apartment! Sean answered quickly and made everything very easy. Cute little stay, and very close to everything you might want or need in Boston. Thanks!!",1
"It was a good location and ok for a one night stay, I personally wouldn't stay longer. The top mattress was a double and the queen was underneath, so we remade the bed on the bottom mattress as the top mattress was old and saggy. There was quite a bit of dust around the place, behind the heater etc..but for a one night stay it was ok. Great location to go to Fenway :) ",1
